date,variable,value
FY2034,lt_outlays_discretionary_gdp_share,4.9497
FY2035,lt_outlays_discretionary_gdp_share,4.874
FY2036,lt_outlays_discretionary_gdp_share,4.804
FY2037,lt_outlays_discretionary_gdp_share,4.738
FY2038,lt_outlays_discretionary_gdp_share,4.689
FY2039,lt_outlays_discretionary_gdp_share,4.657
FY2040,lt_outlays_discretionary_gdp_share,4.641
FY2041,lt_outlays_discretionary_gdp_share,4.641
FY2042,lt_outlays_discretionary_gdp_share,4.641
FY2043,lt_outlays_discretionary_gdp_share,4.641
FY2044,lt_outlays_discretionary_gdp_share,4.641
FY2045,lt_outlays_discretionary_gdp_share,4.641
FY2046,lt_outlays_discretionary_gdp_share,4.641
FY2047,lt_outlays_discretionary_gdp_share,4.641
FY2048,lt_outlays_discretionary_gdp_share,4.641
FY2049,lt_outlays_discretionary_gdp_share,4.641
FY2050,lt_outlays_discretionary_gdp_share,4.641
FY2051,lt_outlays_discretionary_gdp_share,4.641
FY2052,lt_outlays_discretionary_gdp_share,4.641
FY2053,lt_outlays_discretionary_gdp_share,4.641
FY2054,lt_outlays_discretionary_gdp_share,4.641
FY2055,lt_outlays_discretionary_gdp_share,4.641
FY2056,lt_outlays_discretionary_gdp_share,4.641
FY2026,lt_outlays_net_interest_gdp_share,3.257
FY2027,lt_outlays_net_interest_gdp_share,3.325
FY2028,lt_outlays_net_interest_gdp_share,3.513
FY2029,lt_outlays_net_interest_gdp_share,3.678
FY2030,lt_outlays_net_interest_gdp_share,3.829
FY2031,lt_outlays_net_interest_gdp_share,3.989
FY2032,lt_outlays_net_interest_gdp_share,4.147
FY2033,lt_outlays_net_interest_gdp_share,4.269
FY2034,lt_outlays_net_interest_gdp_share,4.389
FY2035,lt_outlays_net_interest_gdp_share,4.486
FY2036,lt_outlays_net_interest_gdp_share,4.591
FY2037,lt_outlays_net_interest_gdp_share,4.687
FY2038,lt_outlays_net_interest_gdp_share,4.788
FY2039,lt_outlays_net_interest_gdp_share,4.887
FY2040,lt_outlays_net_interest_gdp_share,4.989
FY2041,lt_outlays_net_interest_gdp_share,5.097
FY2042,lt_outlays_net_interest_gdp_share,5.217
FY2043,lt_outlays_net_interest_gdp_share,5.334
FY2044,lt_outlays_net_interest_gdp_share,5.443
FY2045,lt_outlays_net_interest_gdp_share,5.554
FY2046,lt_outlays_net_interest_gdp_share,5.676
FY2047,lt_outlays_net_interest_gdp_share,5.792
FY2048,lt_outlays_net_interest_gdp_share,5.907
FY2049,lt_outlays_net_interest_gdp_share,6.022
FY2050,lt_outlays_net_interest_gdp_share,6.143
FY2051,lt_outlays_net_interest_gdp_share,6.269
FY2052,lt_outlays_net_interest_gdp_share,6.4
FY2053,lt_outlays_net_interest_gdp_share,6.529
FY2054,lt_outlays_net_interest_gdp_share,6.658
FY2055,lt_outlays_net_interest_gdp_share,6.79
FY2056,lt_outlays_net_interest_gdp_share,6.93
FY2026,lt_outlays_noninterest_gdp_share,20.092
FY2027,lt_outlays_noninterest_gdp_share,20.005
FY2028,lt_outlays_noninterest_gdp_share,19.644
FY2029,lt_outlays_noninterest_gdp_share,19.824
FY2030,lt_outlays_noninterest_gdp_share,19.694
FY2031,lt_outlays_noninterest_gdp_share,19.599
FY2032,lt_outlays_noninterest_gdp_share,19.611
FY2033,lt_outlays_noninterest_gdp_share,19.672
FY2034,lt_outlays_noninterest_gdp_share,19.762
FY2035,lt_outlays_noninterest_gdp_share,19.795
FY2036,lt_outlays_noninterest_gdp_share,19.849
FY2037,lt_outlays_noninterest_gdp_share,19.848
FY2038,lt_outlays_noninterest_gdp_share,19.903
FY2039,lt_outlays_noninterest_gdp_share,19.942
FY2040,lt_outlays_noninterest_gdp_share,19.9497
FY2041,lt_outlays_noninterest_gdp_share,20.004
FY2042,lt_outlays_noninterest_gdp_share,20.11
FY2043,lt_outlays_noninterest_gdp_share,20.166
FY2044,lt_outlays_noninterest_gdp_share,20.232
FY2045,lt_outlays_noninterest_gdp_share,20.289
FY2046,lt_outlays_noninterest_gdp_share,20.353
FY2047,lt_outlays_noninterest_gdp_share,20.421
FY2048,lt_outlays_noninterest_gdp_share,20.485
FY2049,lt_outlays_noninterest_gdp_share,20.546
FY2050,lt_outlays_noninterest_gdp_share,20.584
FY2051,lt_outlays_noninterest_gdp_share,20.668
FY2052,lt_outlays_noninterest_gdp_share,20.766
FY2053,lt_outlays_noninterest_gdp_share,20.794
FY2054,lt_outlays_noninterest_gdp_share,20.882
FY2055,lt_outlays_noninterest_gdp_share,20.943
FY2056,lt_outlays_noninterest_gdp_share,21.002
FY2026,lt_outlays_total_gdp_share,23.348
FY2027,lt_outlays_total_gdp_share,23.33
FY2028,lt_outlays_total_gdp_share,23.157
FY2029,lt_outlays_total_gdp_share,23.502
FY2030,lt_outlays_total_gdp_share,23.524
FY2031,lt_outlays_total_gdp_share,23.588
FY2032,lt_outlays_total_gdp_share,23.759
FY2033,lt_outlays_total_gdp_share,23.941
FY2034,lt_outlays_total_gdp_share,24.151
FY2035,lt_outlays_total_gdp_share,24.28
FY2036,lt_outlays_total_gdp_share,24.439
FY2037,lt_outlays_total_gdp_share,24.535
FY2038,lt_outlays_total_gdp_share,24.691
FY2039,lt_outlays_total_gdp_share,24.829
FY2040,lt_outlays_total_gdp_share,24.939
FY2041,lt_outlays_total_gdp_share,25.102
FY2042,lt_outlays_total_gdp_share,25.328
FY2043,lt_outlays_total_gdp_share,25.5
FY2044,lt_outlays_total_gdp_share,25.675
FY2045,lt_outlays_total_gdp_share,25.842
FY2046,lt_outlays_total_gdp_share,26.029
FY2047,lt_outlays_total_gdp_share,26.213
FY2048,lt_outlays_total_gdp_share,26.392
FY2049,lt_outlays_total_gdp_share,26.568
FY2050,lt_outlays_total_gdp_share,26.727
FY2051,lt_outlays_total_gdp_share,26.938
FY2052,lt_outlays_total_gdp_share,27.166
FY2053,lt_outlays_total_gdp_share,27.323
FY2054,lt_outlays_total_gdp_share,27.54
FY2055,lt_outlays_total_gdp_share,27.733
FY2056,lt_outlays_total_gdp_share,27.932
FY2026,lt_primary_deficit_gdp_share,-2.551
FY2027,lt_primary_deficit_gdp_share,-2.34
FY2028,lt_primary_deficit_gdp_share,-2.13
FY2029,lt_primary_deficit_gdp_share,-2.274
FY2030,lt_primary_deficit_gdp_share,-2.056
FY2031,lt_primary_deficit_gdp_share,-1.9
FY2032,lt_primary_deficit_gdp_share,-1.909
FY2033,lt_primary_deficit_gdp_share,-1.987
FY2034,lt_primary_deficit_gdp_share,-2.081
FY2035,lt_primary_deficit_gdp_share,-2.084
FY2036,lt_primary_deficit_gdp_share,-2.079
FY2037,lt_primary_deficit_gdp_share,-2.022
FY2038,lt_primary_deficit_gdp_share,-2.023
FY2039,lt_primary_deficit_gdp_share,-1.996
FY2040,lt_primary_deficit_gdp_share,-1.952
FY2041,lt_primary_deficit_gdp_share,-1.944
FY2042,lt_primary_deficit_gdp_share,-1.991
FY2043,lt_primary_deficit_gdp_share,-1.984
FY2044,lt_primary_deficit_gdp_share,-2.009
FY2045,lt_primary_deficit_gdp_share,-2.021
FY2046,lt_primary_deficit_gdp_share,-2.025
FY2047,lt_primary_deficit_gdp_share,-2.047
FY2048,lt_primary_deficit_gdp_share,-2.058
FY2049,lt_primary_deficit_gdp_share,-2.091
FY2050,lt_primary_deficit_gdp_share,-2.095
FY2051,lt_primary_deficit_gdp_share,-2.124
FY2052,lt_primary_deficit_gdp_share,-2.165
FY2053,lt_primary_deficit_gdp_share,-2.147
FY2054,lt_primary_deficit_gdp_share,-2.178
FY2055,lt_primary_deficit_gdp_share,-2.201
FY2056,lt_primary_deficit_gdp_share,-2.204
FY2026,lt_rev_corporate_income_gdp_share,1.266
FY2027,lt_rev_corporate_income_gdp_share,1.259
FY2028,lt_rev_corporate_income_gdp_share,1.248
FY2029,lt_rev_corporate_income_gdp_share,1.254
FY2030,lt_rev_corporate_income_gdp_share,1.277
FY2031,lt_rev_corporate_income_gdp_share,1.271
FY2032,lt_rev_corporate_income_gdp_share,1.266
FY2033,lt_rev_corporate_income_gdp_share,1.258
FY2034,lt_rev_corporate_income_gdp_share,1.243
FY2035,lt_rev_corporate_income_gdp_share,1.226
FY2036,lt_rev_corporate_income_gdp_share,1.232
FY2037,lt_rev_corporate_income_gdp_share,1.229
FY2038,lt_rev_corporate_income_gdp_share,1.227
FY2039,lt_rev_corporate_income_gdp_share,1.239
FY2040,lt_rev_corporate_income_gdp_share,1.247
FY2041,lt_rev_corporate_income_gdp_share,1.255
FY2042,lt_rev_corporate_income_gdp_share,1.258
FY2043,lt_rev_corporate_income_gdp_share,1.262
FY2044,lt_rev_corporate_income_gdp_share,1.266
FY2045,lt_rev_corporate_income_gdp_share,1.271
FY2046,lt_rev_corporate_income_gdp_share,1.284
FY2047,lt_rev_corporate_income_gdp_share,1.288
FY2048,lt_rev_corporate_income_gdp_share,1.291
FY2049,lt_rev_corporate_income_gdp_share,1.295
FY2050,lt_rev_corporate_income_gdp_share,1.3
FY2051,lt_rev_corporate_income_gdp_share,1.302
FY2052,lt_rev_corporate_income_gdp_share,1.303
FY2053,lt_rev_corporate_income_gdp_share,1.303
FY2054,lt_rev_corporate_income_gdp_share,1.303
FY2055,lt_rev_corporate_income_gdp_share,1.304
FY2056,lt_rev_corporate_income_gdp_share,1.31
FY2026,lt_rev_customs_gdp_share,1.311
FY2027,lt_rev_customs_gdp_share,1.264
FY2028,lt_rev_customs_gdp_share,1.222
FY2029,lt_rev_customs_gdp_share,1.159
FY2030,lt_rev_customs_gdp_share,1.103
FY2031,lt_rev_customs_gdp_share,1.044
FY2032,lt_rev_customs_gdp_share,0.967
FY2033,lt_rev_customs_gdp_share,0.915
FY2034,lt_rev_customs_gdp_share,0.88
FY2035,lt_rev_customs_gdp_share,0.867
FY2036,lt_rev_customs_gdp_share,0.861
FY2037,lt_rev_customs_gdp_share,0.851
FY2038,lt_rev_customs_gdp_share,0.839
FY2039,lt_rev_customs_gdp_share,0.826
FY2040,lt_rev_customs_gdp_share,0.814
FY2041,lt_rev_customs_gdp_share,0.803
FY2042,lt_rev_customs_gdp_share,0.792
FY2043,lt_rev_customs_gdp_share,0.781
FY2044,lt_rev_customs_gdp_share,0.771
FY2045,lt_rev_customs_gdp_share,0.761
FY2046,lt_rev_customs_gdp_share,0.751
FY2047,lt_rev_customs_gdp_share,0.741
FY2048,lt_rev_customs_gdp_share,0.732
FY2049,lt_rev_customs_gdp_share,0.723
FY2050,lt_rev_customs_gdp_share,0.715
FY2051,lt_rev_customs_gdp_share,0.706
FY2052,lt_rev_customs_gdp_share,0.699
FY2053,lt_rev_customs_gdp_share,0.692
FY2054,lt_rev_customs_gdp_share,0.686
FY2055,lt_rev_customs_gdp_share,0.68
FY2056,lt_rev_customs_gdp_share,0.674
FY2026,lt_rev_individual_income_gdp_share,8.624
FY2027,lt_rev_individual_income_gdp_share,8.846
FY2028,lt_rev_individual_income_gdp_share,8.781
FY2029,lt_rev_individual_income_gdp_share,8.868
FY2030,lt_rev_individual_income_gdp_share,8.93
FY2031,lt_rev_individual_income_gdp_share,8.917
FY2032,lt_rev_individual_income_gdp_share,8.924
FY2033,lt_rev_individual_income_gdp_share,8.957
FY2034,lt_rev_individual_income_gdp_share,8.998
FY2035,lt_rev_individual_income_gdp_share,9.046
FY2036,lt_rev_individual_income_gdp_share,9.096
FY2037,lt_rev_individual_income_gdp_share,9.154
FY2038,lt_rev_individual_income_gdp_share,9.221
FY2039,lt_rev_individual_income_gdp_share,9.279
FY2040,lt_rev_individual_income_gdp_share,9.328
FY2041,lt_rev_individual_income_gdp_share,9.384
FY2042,lt_rev_individual_income_gdp_share,9.44
FY2043,lt_rev_individual_income_gdp_share,9.492
FY2044,lt_rev_individual_income_gdp_share,9.538
FY2045,lt_rev_individual_income_gdp_share,9.581
FY2046,lt_rev_individual_income_gdp_share,9.632
FY2047,lt_rev_individual_income_gdp_share,9.676
FY2048,lt_rev_individual_income_gdp_share,9.718
FY2049,lt_rev_individual_income_gdp_share,9.754
FY2050,lt_rev_individual_income_gdp_share,9.787
FY2051,lt_rev_individual_income_gdp_share,9.842
FY2052,lt_rev_individual_income_gdp_share,9.902
FY2053,lt_rev_individual_income_gdp_share,9.953
FY2054,lt_rev_individual_income_gdp_share,10.009
FY2055,lt_rev_individual_income_gdp_share,10.059
FY2056,lt_rev_individual_income_gdp_share,10.115
FY2026,lt_rev_other_gdp_share,0.617
FY2027,lt_rev_other_gdp_share,0.604
FY2028,lt_rev_other_gdp_share,0.58
FY2029,lt_rev_other_gdp_share,0.58
FY2030,lt_rev_other_gdp_share,0.628
FY2031,lt_rev_other_gdp_share,0.756
FY2032,lt_rev_other_gdp_share,0.83
FY2033,lt_rev_other_gdp_share,0.839
FY2034,lt_rev_other_gdp_share,0.848
FY2035,lt_rev_other_gdp_share,0.862
FY2036,lt_rev_other_gdp_share,0.873
FY2037,lt_rev_other_gdp_share,0.89
FY2038,lt_rev_other_gdp_share,0.893
FY2039,lt_rev_other_gdp_share,0.902
FY2040,lt_rev_other_gdp_share,0.912
FY2041,lt_rev_other_gdp_share,0.925
FY2042,lt_rev_other_gdp_share,0.938
FY2043,lt_rev_other_gdp_share,0.958
FY2044,lt_rev_other_gdp_share,0.96
FY2045,lt_rev_other_gdp_share,0.969
FY2046,lt_rev_other_gdp_share,0.978
FY2047,lt_rev_other_gdp_share,0.989
FY2048,lt_rev_other_gdp_share,1.008
FY2049,lt_rev_other_gdp_share,1.006
FY2050,lt_rev_other_gdp_share,1.013
FY2051,lt_rev_other_gdp_share,1.021
FY2052,lt_rev_other_gdp_share,1.028
FY2053,lt_rev_other_gdp_share,1.032
FY2054,lt_rev_other_gdp_share,1.043
FY2055,lt_rev_other_gdp_share,1.036
FY2056,lt_rev_other_gdp_share,1.039
FY2026,lt_rev_payroll_gdp_share,5.722
FY2027,lt_rev_payroll_gdp_share,5.693
FY2028,lt_rev_payroll_gdp_share,5.683
FY2029,lt_rev_payroll_gdp_share,5.689
FY2030,lt_rev_payroll_gdp_share,5.701
FY2031,lt_rev_payroll_gdp_share,5.71
FY2032,lt_rev_payroll_gdp_share,5.714
FY2033,lt_rev_payroll_gdp_share,5.715
FY2034,lt_rev_payroll_gdp_share,5.712
FY2035,lt_rev_payroll_gdp_share,5.71
FY2036,lt_rev_payroll_gdp_share,5.707
FY2037,lt_rev_payroll_gdp_share,5.703
FY2038,lt_rev_payroll_gdp_share,5.701
FY2039,lt_rev_payroll_gdp_share,5.699
FY2040,lt_rev_payroll_gdp_share,5.697
FY2041,lt_rev_payroll_gdp_share,5.694
FY2042,lt_rev_payroll_gdp_share,5.692
FY2043,lt_rev_payroll_gdp_share,5.69
FY2044,lt_rev_payroll_gdp_share,5.687
FY2045,lt_rev_payroll_gdp_share,5.685
FY2046,lt_rev_payroll_gdp_share,5.683
FY2047,lt_rev_payroll_gdp_share,5.681
FY2048,lt_rev_payroll_gdp_share,5.678
FY2049,lt_rev_payroll_gdp_share,5.677
FY2050,lt_rev_payroll_gdp_share,5.675
FY2051,lt_rev_payroll_gdp_share,5.672
FY2052,lt_rev_payroll_gdp_share,5.669
FY2053,lt_rev_payroll_gdp_share,5.667
FY2054,lt_rev_payroll_gdp_share,5.665
FY2055,lt_rev_payroll_gdp_share,5.662
FY2056,lt_rev_payroll_gdp_share,5.66
FY2026,lt_rev_total_gdp_share,17.541
FY2027,lt_rev_total_gdp_share,17.665
FY2028,lt_rev_total_gdp_share,17.514
FY2029,lt_rev_total_gdp_share,17.55
FY2030,lt_rev_total_gdp_share,17.638
FY2031,lt_rev_total_gdp_share,17.699
FY2032,lt_rev_total_gdp_share,17.702
FY2033,lt_rev_total_gdp_share,17.685
FY2034,lt_rev_total_gdp_share,17.681
FY2035,lt_rev_total_gdp_share,17.711
FY2036,lt_rev_total_gdp_share,17.77
FY2037,lt_rev_total_gdp_share,17.826
FY2038,lt_rev_total_gdp_share,17.88
FY2039,lt_rev_total_gdp_share,17.945
FY2040,lt_rev_total_gdp_share,17.998
FY2041,lt_rev_total_gdp_share,18.06
FY2042,lt_rev_total_gdp_share,18.12
FY2043,lt_rev_total_gdp_share,18.183
FY2044,lt_rev_total_gdp_share,18.223
FY2045,lt_rev_total_gdp_share,18.268
FY2046,lt_rev_total_gdp_share,18.328
FY2047,lt_rev_total_gdp_share,18.374
FY2048,lt_rev_total_gdp_share,18.427
FY2049,lt_rev_total_gdp_share,18.455
FY2050,lt_rev_total_gdp_share,18.489
FY2051,lt_rev_total_gdp_share,18.544
FY2052,lt_rev_total_gdp_share,18.601
FY2053,lt_rev_total_gdp_share,18.647
FY2054,lt_rev_total_gdp_share,18.704
FY2055,lt_rev_total_gdp_share,18.741
FY2056,lt_rev_total_gdp_share,18.798
